Date,Product,Region,Units_Sold,Price_Per_Unit,Discount_Rate,Cost_Per_Unit,Revenue_Before_Discount,Discount_Amount,Revenue,Total_Cost,Profit,Profit_Margin,Month,Month_Name,Day_Of_Week,Quarter,Year_Month,Week
2023-04-03,Product_A,East,70,50,0.17801140509305052,30.42150657305675,3500,623.0399178256769,2876.9600821743234,2129.5054601139723,747.4546220603511,25.98,4,April,Monday,2,2023-04,14
2023-04-03,Product_A,West,57,50,0.08680419454175177,31.293558210777206,2850,247.39195444399255,2602.6080455560073,1783.7328180143008,818.8752275417064,31.46,4,April,Monday,2,2023-04,14
2023-04-03,Product_B,North,119,75,0.08767699600615227,52.47196714893658,8925,782.517189354909,8142.482810645091,6244.164090723453,1898.3187199216381,23.31,4,April,Monday,2,2023-04,14
2023-04-03,Product_B,South,46,75,0.10937519317520893,50.03006644036744,3450,377.3444164544708,3072.655583545529,2301.3830562569024,771.2725272886269,25.1,4,April,Monday,2,2023-04,14
2023-04-03,Product_B,East,89,75,0.14281054467562534,45.685436147488325,6675,953.2603857097992,5721.739614290201,4066.003817126461,1655.7357971637398,28.94,4,April,Monday,2,2023-04,14
2023-04-03,Product_B,West,54,75,0.010003715364222444,51.836409699939864,4050,40.51504722510089,4009.4849527748993,2799.166123796753,1210.3188289781465,30.19,4,April,Monday,2,2023-04,14
2023-04-03,Product_C,North,106,100,0.07119420649767887,60.15813196232962,10600,754.6585888753959,9845.341411124604,6376.76198800694,3468.579423117664,35.23,4,April,Monday,2,2023-04,14
2023-04-03,Product_C,South,80,100,0.04951195405597728,60.62526295742845,8000,396.0956324478183,7603.904367552182,4850.021036594276,2753.883330957906,36.22,4,April,Monday,2,2023-04,14
2023-04-03,Product_C,East,103,100,0.08495430608501059,62.153443813825525,10300,875.0293526756091,9424.970647324391,6401.804712824029,3023.1659345003627,32.08,4,April,Monday,2,2023-04,14
2023-04-03,Product_C,West,67,100,0.13457433371961597,60.81149178536239,6700,901.648035921427,5798.351964078573,4074.3699496192803,1723.9820144592923,29.73,4,April,Monday,2,2023-04,14
2023-04-04,Product_A,North,87,50,0.06660697436107968,34.42482154090294,4350,289.7403384706966,4060.2596615293032,2994.9594740585558,1065.3001874707475,26.24,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_A,South,49,50,0.09870019843088165,31.41652381212465,2450,241.81548615566004,2208.18451384434,1539.409666794108,668.774847050232,30.29,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_A,East,84,50,0.07948963137981833,32.56805523272162,4200,333.856451795237,3866.143548204763,2735.716639548616,1130.4269086561471,29.24,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_A,West,35,50,0.013691743866715612,31.85556469215064,1750,23.96055176675232,1726.0394482332476,1114.9447642252724,611.0946840079753,35.4,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_B,North,119,75,0.04124348101682798,50.997890729736454,8925,368.09806807518976,8556.901931924811,6068.748996838638,2488.152935086173,29.08,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_B,South,75,75,0.0537707028764387,47.76336689937434,5625,302.4602036799677,5322.539796320032,3582.2525174530756,1740.2872788669565,32.7,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_B,East,94,75,0.1719647670782552,45.262559361051046,7050,1212.3516079016993,5837.648392098301,4254.6805799387985,1582.9678121595025,27.12,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_B,West,101,75,0.09086908461353103,49.72685414592119,7575,688.3333159474976,6886.666684052502,5022.4122687380395,1864.2544153144627,27.07,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_C,North,102,100,0.1667286268287917,64.99431769866834,10200,1700.6319936536752,8499.368006346325,6629.420405264171,1869.9476010821545,22.0,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_C,South,72,100,0.1567974717378711,64.19389611666972,7200,1128.9417965126718,6071.058203487328,4621.96052040022,1449.0976830871077,23.87,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_C,East,106,100,0.058476622082438624,64.43919454506377,10600,619.8521940738494,9980.14780592615,6830.55462177676,3149.5931841493903,31.56,4,April,Tuesday,2,2023-04,14
2023-04-04,Product_C,West,98,100,0.04021974548853349,65.90232659150892,9800,394.1535057876282,9405.846494212372,6458.428005967875,2947.418488244497,31.34,4,April,Tuesday,2,2023-04,14
2023-04-05,Product_A,North,33,50,0.011235215469487803,32.45547864691582,1650,18.538105524654874,1631.4618944753452,1071.030795348222,560.4310991271232,34.35,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_A,South,113,50,0.042005869903256325,31.40519040690514,5650,237.33316495339824,5412.666835046602,3548.786515980281,1863.8803190663207,34.44,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_A,East,28,50,0.08193421067519853,33.27586857262169,1400,114.70789494527794,1285.292105054722,931.7243200334074,353.56778502131465,27.51,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_A,West,25,50,0.18480537408514658,30.559403082745618,1250,231.00671760643323,1018.9932823935668,763.9850770686404,255.0082053249264,25.03,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_B,North,62,75,0.01409838912862893,46.392350286759324,4650,65.55750944812452,4584.442490551875,2876.3257177790783,1708.116772772797,37.26,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_B,South,51,75,0.1493553279067436,50.40424161483305,3825,571.2841292432943,3253.715870756706,2570.6163223564854,683.0995484002206,20.99,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_B,East,85,75,0.13702686197489683,45.82823897558327,6375,873.5462450899673,5501.453754910032,3895.400312924578,1606.0534419854544,29.19,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_B,West,114,75,0.0015928809490902253,51.934207915326034,8550,13.619132114721426,8536.380867885278,5920.499702347168,2615.8811655381105,30.64,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_C,North,59,100,0.10300113194194463,65.35553814879673,5900,607.7066784574733,5292.293321542526,3855.9767507790066,1436.3165707635198,27.14,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_C,South,51,100,0.1485061665680843,60.76635806475249,5100,757.3814494972299,4342.61855050277,3099.084261302377,1243.5342892003928,28.64,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_C,East,57,100,0.16562336580126857,62.16060116244766,5700,944.0531850672309,4755.9468149327695,3543.1542662595166,1212.792548673253,25.5,4,April,Wednesday,2,2023-04,14
2023-04-05,Product_C,West,96,100,0.19056300340050122,63.267425420300405,9600,1829.4048326448117,7770.595167355188,6073.672840348839,1696.9223270063494,21.84,4,April,Wednesday,2,2023-04,14
2023-04-06,Product_A,North,88,50,0.10112683068439177,34.705604062668364,4400,444.9580550113238,3955.0419449886763,3054.093157514816,900.9487874738602,22.78,4,April,Thursday,2,2023-04,14
2023-04-06,Product_A,South,103,50,0.07854614865428325,32.766855948748855,5150,404.51266556955875,4745.4873344304415,3374.986162721132,1370.5011717093093,28.88,4,April,Thursday,2,2023-04,14
2023-04-06,Product_A,East,70,50,0.06977801500836471,32.60799698005679,3500,244.2230525292765,3255.7769474707234,2282.5597886039754,973.2171588667479,29.89,4,April,Thursday,2,2023-04,14
2023-04-06,Product_A,West,31,50,0.13538815659936748,34.189541874259014,1550,209.8516427290196,1340.1483572709803,1059.8757981020294,280.2725591689509,20.91,4,April,Thursday,2,2023-04,14
2023-04-06,Product_B,North,128,75,0.14967117073314795,48.29407950937288,9600,1436.8432390382204,8163.15676096178,6181.642177199728,1981.5145837620512,24.27,4,April,Thursday,2,2023-04,14
2023-04-06,Product_B,South,119,75,0.032073081223948634,50.0523406310618,8925,286.25224992374154,8638.747750076258,5956.228535096355,2682.519214979903,31.05,4,April,Thursday,2,2023-04,14
2023-04-06,Product_B,East,41,75,0.1443858455031359,47.88602712915827,3075,443.9864749221429,2631.013525077857,1963.327112295489,667.686412782368,25.38,4,April,Thursday,2,2023-04,14
2023-04-06,Product_B,West,54,75,0.08592171842647267,50.554696116707774,4050,347.9829596272143,3702.0170403727857,2729.9535903022197,972.063450070566,26.26,4,April,Thursday,2,2023-04,14
2023-04-06,Product_C,North,110,100,0.10637781580150284,67.8943219419519,11000,1170.1559738165313,9829.84402618347,7468.375413614709,2361.4686125687604,24.02,4,April,Thursday,2,2023-04,14
2023-04-06,Product_C,South,53,100,0.10827392203145375,63.45229953669972,5300,573.8517867667049,4726.148213233295,3362.971875445085,1363.1763377882098,28.84,4,April,Thursday,2,2023-04,14
2023-04-06,Product_C,East,66,100,0.17817110699662936,62.415368417016815,6600,1175.9293061777537,5424.0706938222465,4119.4143155231095,1304.656378299137,24.05,4,April,Thursday,2,2023-04,14
2023-04-06,Product_C,West,37,100,0.1269278512974761,65.82143807577798,3700,469.6330498006616,3230.3669501993386,2435.393208803785,794.9737413955536,24.61,4,April,Thursday,2,2023-04,14
2023-04-07,Product_A,North,68,50,0.10384491415604102,33.038763415478265,3400,353.07270813053947,3046.9272918694605,2246.635912252522,800.2913796169387,26.27,4,April,Friday,2,2023-04,14
2023-04-07,Product_A,South,125,50,0.033386214163500294,31.21864741262171,6250,208.66383852187684,6041.336161478123,3902.330926577714,2139.0052349004095,35.41,4,April,Friday,2,2023-04,14
2023-04-07,Product_A,East,49,50,0.06713476660781192,33.74695226400579,2450,164.48017818913922,2285.519821810861,1653.6006609362837,631.9191608745771,27.65,4,April,Friday,2,2023-04,14
2023-04-07,Product_A,West,55,50,0.12326009718514482,32.78439221586048,2750,338.9652672591482,2411.0347327408517,1803.1415718723263,607.8931608685255,25.21,4,April,Friday,2,2023-04,14
2023-04-07,Product_B,North,85,75,0.15077301476738503,51.536013160323996,6375,961.1779691420795,5413.82203085792,4380.56111862754,1033.2609122303802,19.09,4,April,Friday,2,2023-04,14
2023-04-07,Product_B,South,111,75,0.13928596140722146,50.26609572136372,8325,1159.5556287151187,7165.4443712848815,5579.536625071373,1585.9077462135083,22.13,4,April,Friday,2,2023-04,14
2023-04-07,Product_B,East,109,75,0.040733427554536975,47.45664123885099,8175,332.99577025833975,7842.00422974166,5172.773895034758,2669.230334706902,34.04,4,April,Friday,2,2023-04,14
2023-04-07,Product_B,West,41,75,0.17410539325387686,49.73564190913782,3075,535.3740842556714,2539.6259157443287,2039.1613182746505,500.4645974696782,19.71,4,April,Friday,2,2023-04,14
2023-04-07,Product_C,North,87,100,0.18902283775120177,66.9662727121739,8700,1644.4986884354553,7055.501311564545,5826.06572595913,1229.4355856054153,17.43,4,April,Friday,2,2023-04,14
2023-04-07,Product_C,South,107,100,0.1866254468816617,64.39095565250828,10700,1996.8922816337802,8703.10771836622,6889.832254818386,1813.275463547834,20.83,4,April,Friday,2,2023-04,14
2023-04-07,Product_C,East,58,100,0.10245695144869703,61.14285769997979,5800,594.2503184024428,5205.749681597557,3546.285746598828,1659.4639349987292,31.88,4,April,Friday,2,2023-04,14
2023-04-07,Product_C,West,58,100,0.17913495552375575,62.0431638339897,5800,1038.9827420377833,4761.017257962217,3598.5035023714026,1162.513755590814,24.42,4,April,Friday,2,2023-04,14
2023-04-08,Product_A,North,88,50,0.19028840574513622,33.88244651325509,4400,837.2689852785994,3562.7310147214007,2981.655293166448,581.0757215549529,16.31,4,April,Saturday,2,2023-04,14
2023-04-08,Product_A,South,105,50,0.15855162271456258,30.345229531572997,5250,832.3960192514536,4417.603980748547,3186.2491008151646,1231.354879933382,27.87,4,April,Saturday,2,2023-04,14
2023-04-08,Product_A,East,28,50,0.11213565898778999,33.14213228307293,1400,156.989922582906,1243.010077417094,927.9797039260421,315.0303734910518,25.34,4,April,Saturday,2,2023-04,14
2023-04-08,Product_A,West,66,50,0.14292825498174486,34.40781727470378,3300,471.66324143975805,2828.336758560242,2270.9159401304496,557.4208184297922,19.71,4,April,Saturday,2,2023-04,14
2023-04-08,Product_B,North,94,75,0.1446887324709824,49.01742449510684,7050,1020.0555639204259,6029.944436079574,4607.637902540043,1422.3065335395313,23.59,4,April,Saturday,2,2023-04,14
2023-04-08,Product_B,South,109,75,0.09301104966012888,51.556280116177696,8175,760.3653309715536,7414.634669028446,5619.634532663369,1795.0001363650772,24.21,4,April,Saturday,2,2023-04,14
2023-04-08,Product_B,East,77,75,0.09701893199590804,47.50221296877649,5775,560.2843322763689,5214.715667723631,3657.6703985957897,1557.045269127841,29.86,4,April,Saturday,2,2023-04,14
2023-04-08,Product_B,West,116,75,0.090258822605851,46.37581647302576,8700,785.2517566709037,7914.748243329096,5379.594710870988,2535.153532458108,32.03,4,April,Saturday,2,2023-04,14
2023-04-08,Product_C,North,110,100,0.08091373128080348,64.84344426291509,11000,890.0510440888382,10109.948955911163,7132.778868920659,2977.1700869905035,29.45,4,April,Saturday,2,2023-04,14
2023-04-08,Product_C,South,38,100,0.015139945461957495,63.878260899169305,3800,57.53179275543848,3742.4682072445617,2427.3739141684337,1315.094293076128,35.14,4,April,Saturday,2,2023-04,14
2023-04-08,Product_C,East,48,100,0.18035480570924575,62.034727424975955,4800,865.7030674043796,3934.2969325956205,2977.666916398846,956.6300161967747,24.32,4,April,Saturday,2,2023-04,14
2023-04-08,Product_C,West,35,100,0.17547009062656774,63.894049389788755,3500,614.1453171929871,2885.854682807013,2236.2917286426064,649.5629541644066,22.51,4,April,Saturday,2,2023-04,14
2023-04-09,Product_A,North,98,50,0.14861630792627603,34.23963941881674,4900,728.2199088387525,4171.780091161248,3355.4846630440406,816.2954281172069,19.57,4,April,Sunday,2,2023-04,14
2023-04-09,Product_A,South,98,50,0.19634146850422832,32.25239285735297,4900,962.0731956707187,3937.9268043292814,3160.7345000205914,777.1923043086899,19.74,4,April,Sunday,2,2023-04,14
2023-04-09,Product_A,East,124,50,0.16076290903868937,32.16736116377817,6200,996.7300360398741,5203.269963960126,3988.7527843084927,1214.5171796516333,23.34,4,April,Sunday,2,2023-04,14
2023-04-09,Product_A,West,107,50,0.18850918793538107,30.214187775595562,5350,1008.5241554542887,4341.475844545711,3232.9180919887253,1108.5577525569856,25.53,4,April,Sunday,2,2023-04,14
2023-04-09,Product_B,North,111,75,0.04402226518095063,47.62890400714621,8325,366.485357631414,7958.514642368586,5286.8083447932295,2671.706297575356,33.57,4,April,Sunday,2,2023-04,14
2023-04-09,Product_B,South,107,75,0.12168178717600356,50.29975697600697,8025,976.4963420874285,7048.503657912572,5382.073996432746,1666.4296614798259,23.64,4,April,Sunday,2,2023-04,14
2023-04-09,Product_B,East,29,75,0.09284770394784499,50.42053314179103,2175,201.94375608656284,1973.0562439134371,1462.19546111194,510.8607828014972,25.89,4,April,Sunday,2,2023-04,14
2023-04-09,Product_B,West,63,75,0.04353347991610721,49.96263216299892,4725,205.69569260360657,4519.304307396394,3147.645826268932,1371.6584811274615,30.35,4,April,Sunday,2,2023-04,14
2023-04-09,Product_C,North,88,100,0.07464823127584677,66.3198868039619,8800,656.9044352274516,8143.095564772549,5836.150038748647,2306.945526023902,28.33,4,April,Sunday,2,2023-04,14
2023-04-09,Product_C,South,103,100,0.0207357161468553,60.48657663661713,10300,213.5778763126096,10086.422123687391,6230.117393571564,3856.3047301158267,38.23,4,April,Sunday,2,2023-04,14
2023-04-09,Product_C,East,71,100,0.15330300990651693,65.83713587731364,7100,1088.4513703362702,6011.54862966373,4674.436647289269,1337.1119823744611,22.24,4,April,Sunday,2,2023-04,14
2023-04-09,Product_C,West,83,100,0.07004059821814605,66.77473414823473,8300,581.3369652106122,7718.663034789388,5542.302934303482,2176.3601004859056,28.2,4,April,Sunday,2,2023-04,14
2023-04-10,Product_A,North,107,50,0.14264717361666737,31.933100863169166,5350,763.1623788491704,4586.837621150829,3416.841792359101,1169.9958287917284,25.51,4,April,Monday,2,2023-04,15
2023-04-10,Product_A,South,36,50,0.06939253194691168,31.953775761648185,1800,124.90655750444103,1675.093442495559,1150.3359274193347,524.7575150762243,31.33,4,April,Monday,2,2023-04,15
2023-04-10,Product_A,East,99,50,0.1816456977400646,33.7935766058196,4950,899.1462038133197,4050.8537961866805,3345.5640839761404,705.2897122105401,17.41,4,April,Monday,2,2023-04,15
2023-04-10,Product_A,West,28,50,0.08663262226303328,33.871513414722976,1400,121.2856711682466,1278.7143288317534,948.4023756122433,330.3119532195101,25.83,4,April,Monday,2,2023-04,15
2023-04-10,Product_B,North,105,75,0.03129534320072012,48.55440915087077,7875,246.45082770567092,7628.549172294329,5098.212960841431,2530.336211452898,33.17,4,April,Monday,2,2023-04,15
2023-04-10,Product_B,South,41,75,0.1425555352433662,47.896589946127726,3075,438.35827087335105,2636.641729126649,1963.7601877912368,672.8815413354121,25.52,4,April,Monday,2,2023-04,15
2023-04-10,Product_B,East,101,75,0.0370745558165023,49.49828486227873,7575,280.8397603100049,7294.160239689995,4999.326771090152,2294.8334685998434,31.46,4,April,Monday,2,2023-04,15
2023-04-10,Product_B,West,27,75,0.08497016857361739,51.808788854126504,2025,172.06459136157522,1852.9354086384249,1398.8372990614157,454.09810957700915,24.51,4,April,Monday,2,2023-04,15
2023-04-10,Product_C,North,81,100,0.1491506758152252,65.579274451507,8100,1208.120474103324,6891.879525896676,5311.9212305720675,1579.9582953246081,22.92,4,April,Monday,2,2023-04,15
2023-04-10,Product_C,South,27,100,0.026730116282103603,64.438591884213,2700,72.17131396167973,2627.8286860383205,1739.8419808737508,887.9867051645697,33.79,4,April,Monday,2,2023-04,15
2023-04-10,Product_C,East,54,100,0.13190215372815403,67.96241450541368,5400,712.2716301320318,4687.7283698679685,3669.9703832923387,1017.7579865756297,21.71,4,April,Monday,2,2023-04,15
2023-04-10,Product_C,West,105,100,0.13847178449221162,62.640619846937184,10500,1453.953737168222,9046.046262831778,6577.265083928404,2468.781178903374,27.29,4,April,Monday,2,2023-04,15
2023-04-11,Product_A,North,73,50,0.14964656626637918,31.125209380854358,3650,546.209966872284,3103.790033127716,2272.140284802368,831.6497483253479,26.79,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_A,South,82,50,0.1651835414632061,32.315573569187556,4100,677.252519999145,3422.747480000855,2649.8770326733797,772.8704473274752,22.58,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_A,East,41,50,0.13094181507125982,34.11883697899562,2050,268.4307208960826,1781.5692791039173,1398.8723161388202,382.6969629650971,21.48,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_A,West,120,50,0.1323937889587737,34.07469864270269,6000,794.3627337526423,5205.637266247358,4088.963837124323,1116.6734291230346,21.45,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_B,North,29,75,0.09230458551772136,52.374792426138505,2175,200.76247350104396,1974.237526498956,1518.8689803580166,455.3685461409393,23.07,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_B,South,123,75,0.0301216206436548,46.62923164839758,9225,277.87195043771555,8947.128049562285,5735.395492752902,3211.732556809383,35.9,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_B,East,72,75,0.051915289855009844,45.25257302905848,5400,280.34256521705316,5119.657434782946,3258.1852580922105,1861.472176690736,36.36,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_B,West,51,75,0.17769282198458414,51.18245168909451,3825,679.6750440910344,3145.3249559089654,2610.30503614382,535.0199197651455,17.01,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_C,North,102,100,0.007795864132226083,66.66847391305659,10200,79.51781414870605,10120.482185851293,6800.184339131772,3320.2978467195217,32.81,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_C,South,32,100,0.0857969863681781,62.01065152049945,3200,274.5503563781699,2925.44964362183,1984.3408486559824,941.1087949658477,32.17,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_C,East,62,100,0.0872839197459186,66.66771909783897,6200,541.1603024246954,5658.839697575305,4133.398584066016,1525.4411135092887,26.96,4,April,Tuesday,2,2023-04,15
2023-04-11,Product_C,West,47,100,0.1689742695510458,62.49008736109089,4700,794.1790668899152,3905.8209331100848,2937.034105971272,968.7868271388129,24.8,4,April,Tuesday,2,2023-04,15
2023-04-12,Product_A,North,94,50,0.14136757115610823,34.836317937631826,4700,664.4275844337087,4035.572415566291,3274.6138861373915,760.9585294288995,18.86,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_A,South,59,50,0.19977852240665814,31.633196247129554,2950,589.3466410996415,2360.6533589003584,1866.3585785806438,494.2947803197146,20.94,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_A,East,64,50,0.16026959837476173,33.371294210032495,3200,512.8627147992376,2687.1372852007626,2135.7628294420797,551.3744557586829,20.52,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_A,West,111,50,0.19952565948043133,31.20748242628434,5550,1107.3674101163938,4442.632589883606,3464.030549317562,978.6020405660438,22.03,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_B,North,44,75,0.06080605448959993,47.38578335177604,3300,200.65997981567978,3099.34002018432,2084.974467478146,1014.3655527061742,32.73,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_B,South,69,75,0.004485177832411025,47.70320120356114,5175,23.21079528272705,5151.789204717273,3291.520883045719,1860.2683216715536,36.11,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_B,East,94,75,0.11323613824501418,47.34583491907765,7050,798.31477462735,6251.68522537265,4450.508482393299,1801.1767429793508,28.81,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_B,West,86,75,0.06243927364352073,45.118071847467576,6450,402.7333150007087,6047.266684999291,3880.1541788822115,2167.1125061170796,35.84,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_C,North,64,100,0.15287067728728548,66.23743084864009,6400,978.3723346386271,5421.627665361373,4239.195574312966,1182.4320910484075,21.81,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_C,South,66,100,0.026528915520190634,65.11635717895076,6600,175.0908424332582,6424.909157566742,4297.67957381075,2127.2295837559914,33.11,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_C,East,99,100,0.11267907014252804,66.2461404811453,9900,1115.5227944110275,8784.477205588973,6558.367907633385,2226.1092979555888,25.34,4,April,Wednesday,2,2023-04,15
2023-04-12,Product_C,West,37,100,0.07811872151635645,60.69328330387764,3700,289.03926961051883,3410.9607303894813,2245.651482243473,1165.3092481460085,34.16,4,April,Wednesday,2,2023-04,15
2023-04-13,Product_A,North,62,50,0.1513460334137136,32.211469027255674,3100,469.1727035825122,2630.8272964174876,1997.1110796898517,633.7162167276358,24.09,4,April,Thursday,2,2023-04,15
2023-04-13,Product_A,South,120,50,0.027687098665878863,32.89420084017796,6000,166.12259199527318,5833.877408004727,3947.304100821355,1886.573307183372,32.34,4,April,Thursday,2,2023-04,15
2023-04-13,Product_A,East,86,50,0.1193703753775519,34.64091049056975,4300,513.2926141234732,3786.707385876527,2979.1183021889988,807.5890836875283,21.33,4,April,Thursday,2,2023-04,15
2023-04-13,Product_A,West,95,50,0.12370541174363713,33.16536326749756,4750,587.6007057822763,4162.399294217724,3150.709510412268,1011.6897838054556,24.31,4,April,Thursday,2,2023-04,15
2023-04-13,Product_B,North,31,75,0.1991262218997767,52.358384309009516,2325,462.9684659169808,1862.0315340830193,1623.109913579295,238.9216205037244,12.83,4,April,Thursday,2,2023-04,15
2023-04-13,Product_B,South,29,75,0.17220905990066238,48.45875175940432,2175,374.5547052839407,1800.4452947160594,1405.3038010227253,395.14149369333404,21.95,4,April,Thursday,2,2023-04,15
2023-04-13,Product_B,East,73,75,0.11863164380789365,45.400109977416726,5475,649.5082498482177,4825.491750151782,3314.208028351421,1511.283721800361,31.32,4,April,Thursday,2,2023-04,15
2023-04-13,Product_B,West,38,75,0.16656638037381516,47.718234919618716,2850,474.7141840653732,2375.285815934627,1813.2929269455112,561.9928889891157,23.66,4,April,Thursday,2,2023-04,15
2023-04-13,Product_C,North,94,100,0.07462452368447672,69.4169198665803,9400,701.4705226340812,8698.529477365919,6525.1904674585485,2173.3390099073704,24.99,4,April,Thursday,2,2023-04,15
2023-04-13,Product_C,South,51,100,0.12632870301657834,60.543907485223116,5100,644.2763853845495,4455.72361461545,3087.7392817463788,1367.9843328690713,30.7,4,April,Thursday,2,2023-04,15
2023-04-13,Product_C,East,100,100,0.13942716117836185,66.48638956768815,10000,1394.2716117836185,8605.728388216381,6648.638956768815,1957.0894314475663,22.74,4,April,Thursday,2,2023-04,15
2023-04-13,Product_C,West,120,100,0.11093754195601727,67.47794349759371,12000,1331.2505034722071,10668.749496527793,8097.353219711245,2571.3962768165475,24.1,4,April,Thursday,2,2023-04,15
2023-04-14,Product_A,North,116,50,0.11986042322788755,30.896780051446203,5800,695.1904547217478,5104.809545278253,3584.0264859677595,1520.7830593104932,29.79,4,April,Friday,2,2023-04,15
2023-04-14,Product_A,South,122,50,0.008468455754476767,32.89863078548612,6100,51.65758010230828,6048.342419897692,4013.6329558293064,2034.7094640683854,33.64,4,April,Friday,2,2023-04,15
2023-04-14,Product_A,East,84,50,0.03394568571538464,30.09572433998418,4200,142.57188000461548,4057.4281199953843,2528.0408445586713,1529.387275436713,37.69,4,April,Friday,2,2023-04,15
2023-04-14,Product_A,West,67,50,0.1219394850305232,33.49819784811061,3350,408.4972748522527,2941.5027251477472,2244.379255823411,697.1234693243364,23.7,4,April,Friday,2,2023-04,15
2023-04-14,Product_B,North,40,75,0.09097448856057365,50.142754072002326,3000,272.9234656817209,2727.0765343182793,2005.710162880093,721.3663714381862,26.45,4,April,Friday,2,2023-04,15
2023-04-14,Product_B,South,73,75,0.10718701577042365,48.66371724494929,5475,586.8489113430695,4888.15108865693,3552.4513588812983,1335.699729775632,27.33,4,April,Friday,2,2023-04,15
2023-04-14,Product_B,East,41,75,0.030738208568840908,49.294554246615164,3075,94.51999134918579,2980.4800086508144,2021.0767241112217,959.4032845395927,32.19,4,April,Friday,2,2023-04,15
2023-04-14,Product_B,West,109,75,0.1842615024425951,49.373931032078225,8175,1506.337782468215,6668.662217531785,5381.758482496527,1286.9037350352583,19.3,4,April,Friday,2,2023-04,15
2023-04-14,Product_C,North,117,100,0.018981688253469242,65.94082780569713,11700,222.08575256559013,11477.91424743441,7715.076853266563,3762.8373941678465,32.78,4,April,Friday,2,2023-04,15
2023-04-14,Product_C,South,50,100,0.006348753074597724,64.23335144153197,5000,31.74376537298862,4968.2562346270115,3211.6675720765984,1756.5886625504131,35.36,4,April,Friday,2,2023-04,15
2023-04-14,Product_C,East,63,100,0.18313444645232999,66.16314492232897,6300,1153.747012649679,5146.252987350321,4168.278130106725,977.9748572435956,19.0,4,April,Friday,2,2023-04,15
2023-04-14,Product_C,West,95,100,0.17658296330374446,66.59045410132232,9500,1677.5381513855723,7822.461848614428,6326.093139625621,1496.3687089888072,19.13,4,April,Friday,2,2023-04,15
2023-04-15,Product_A,North,33,50,0.10031513998358968,34.880934874940415,1650,165.51998097292298,1484.480019027077,1151.0708508730338,333.4091681540433,22.46,4,April,Saturday,2,2023-04,15
2023-04-15,Product_A,South,96,50,0.03933071699059174,33.687130428853386,4800,188.78744155484037,4611.21255844516,3233.9645211699253,1377.2480372752343,29.87,4,April,Saturday,2,2023-04,15
2023-04-15,Product_A,East,118,50,0.19944757998072055,30.150130026646966,5900,1176.7407218862513,4723.259278113748,3557.715343144342,1165.543934969406,24.68,4,April,Saturday,2,2023-04,15
2023-04-15,Product_A,West,98,50,0.09300190350528553,34.23693965285687,4900,455.7093271758991,4444.2906728241005,3355.220085979973,1089.0705868441273,24.5,4,April,Saturday,2,2023-04,15
2023-04-15,Product_B,North,50,75,0.0695014164850362,48.265452346318014,3750,260.63031181888573,3489.3696881811143,2413.272617315901,1076.0970708652135,30.84,4,April,Saturday,2,2023-04,15
2023-04-15,Product_B,South,40,75,0.16339478145436737,51.394105659344774,3000,490.18434436310207,2509.815655636898,2055.7642263737907,454.05142926310737,18.09,4,April,Saturday,2,2023-04,15
